Hostname,Graphana Host String,,,CPU,MEMORY,LATENCY,RX/TX
BIG-IP_6400.lb-dev-w2-qcy__eth0__mgmt_dcnet_intuit_net,collectd.network.QCY-B.f5.BIG-IP_6400.lb-dev-w2-qcy__eth0__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,-2,,,,
BIG-IP_PB100.lb1-pre-prod-w2-qcy__clst_dcnet_intuit_net,collectd.network.QCY-B.f5.BIG-IP_PB100.lb1-pre-prod-w2-qcy__clst_dcnet_intuit_net.latency,6/20/16 14:25,0.921,,,,
BIG-IP_PB100.lb2-pre-prod-w2-qcy__clst_dcnet_intuit_net,collectd.network.QCY-B.f5.BIG-IP_PB100.lb2-pre-prod-w2-qcy__clst_dcnet_intuit_net.latency,6/20/16 14:25,0.69,,,,
BIG-IP_PB200.lb1-w2-qcy__eth0_dcnet_intuit_net,collectd.network.QCY-B.f5.BIG-IP_PB200.lb1-w2-qcy__eth0_dcnet_intuit_net.latency,6/20/16 14:25,0.695,,,,
BIG-IP_PB200.lb2-w2-qcy__eth0_dcnet_intuit_net,collectd.network.QCY-B.f5.BIG-IP_PB200.lb2-w2-qcy__eth0_dcnet_intuit_net.latency,6/20/16 14:25,0.6979,,,,
BIG-IP_PB200.lb3-w2-qcy__clst_dcnet_intuit_net,collectd.network.QCY-B.f5.BIG-IP_PB200.lb3-w2-qcy__clst_dcnet_intuit_net.latency,6/20/16 14:25,0.6142,,,,
BIG-IP_PB200.lb4-w2-qcy__clst_dcnet_intuit_net,collectd.network.QCY-B.f5.BIG-IP_PB200.lb4-w2-qcy__clst_dcnet_intuit_net.latency,6/20/16 14:25,0.6621,,,,
BIG-IP_PB200.lb5-w2-qcy__eth0_dcnet_intuit_net,collectd.network.QCY-B.f5.BIG-IP_PB200.lb5-w2-qcy__eth0_dcnet_intuit_net.latency,6/20/16 14:25,0.927,,,,
BIG-IP_PB200.lb6-w2-qcy__eth0_dcnet_intuit_net,collectd.network.QCY-B.f5.BIG-IP_PB200.lb6-w2-qcy__eth0_dcnet_intuit_net.latency,6/20/16 14:25,0.6659,,,,
3825.ac3-oob3825-w2-qcy__gi0-1_dcnet_intuit_net,collectd.network.QCY-B.ios.3825.ac3-oob3825-w2-qcy__gi0-1_dcnet_intuit_net.latency,6/20/16 14:25,,,,,
3845.ac6-oob3845-w2-qcy__gi3-0_dcnet_intuit_net,collectd.network.QCY-B.ios.3845.ac6-oob3845-w2-qcy__gi3-0_dcnet_intuit_net.latency,6/20/16 14:25,-2,,,,
494810GE.ac1-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac1-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.798,,,,
494810GE.ac10-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac10-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.869,,,,
494810GE.ac11-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac11-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.783,,,,
494810GE.ac12-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac12-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.7679,,,,
494810GE.ac13-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac13-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,1.147,,,,
494810GE.ac14-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac14-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.8111,,,,
494810GE.ac15-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac15-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,9.011,,,,
494810GE.ac16-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac16-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.8051,,,,
494810GE.ac17-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac17-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.7789,,,,
494810GE.ac18-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac18-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.803,,,,
494810GE.ac19-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac19-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.8261,,,,
494810GE.ac2-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac2-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.7761,,,,
494810GE.ac20-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac20-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.814,,,,
494810GE.ac21-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac21-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.778,,,,
494810GE.ac22-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac22-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.7739,,,,
494810GE.ac23-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac23-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.813,,,,
494810GE.ac24-w2-qcy_v_l671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac24-w2-qcy_v_l671_dcnet_intuit_net.latency,6/20/16 14:25,0.756,,,,
494810GE.ac25-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac25-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.808,,,,
494810GE.ac26-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac26-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,1.982,,,,
494810GE.ac27-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac27-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.7939,,,,
494810GE.ac28-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac28-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.8061,,,,
494810GE.ac29-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac29-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.8261,,,,
494810GE.ac3-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac3-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.8271,,,,
494810GE.ac30-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac30-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,1.014,,,,
494810GE.ac4-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac4-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.8068,,,,
494810GE.ac5-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac5-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.7911,,,,
494810GE.ac6-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac6-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.86,,,,
494810GE.ac7-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac7-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,2.028,,,,
494810GE.ac75-agg-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac75-agg-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.8261,,,,
494810GE.ac76-agg-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac76-agg-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.8781,,,,
494810GE.ac8-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac8-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.9489,,,,
494810GE.ac9-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.494810GE.ac9-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,1.354,,,,
NmeX24Es1GeNoPwr.ac6-ib3750-w2-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-B.ios.NmeX24Es1GeNoPwr.ac6-ib3750-w2-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,5.635,,,,
SRX5800.fw-p-w2-qcy_dcnet_intuit_net,collectd.network.QCY-B.junos.SRX5800.fw-p-w2-qcy_dcnet_intuit_net.latency,6/20/16 14:25,0.6738,,,,
SRX5800.fw-s-w2-qcy_dcnet_intuit_net,collectd.network.QCY-B.junos.SRX5800.fw-s-w2-qcy_dcnet_intuit_net.latency,6/20/16 14:25,0.715,,,,
SRX5800.fw1-p-w2-qcy__fxp0__0_dcnet_intuit_net,collectd.network.QCY-B.junos.SRX5800.fw1-p-w2-qcy__fxp0__0_dcnet_intuit_net.latency,6/20/16 14:25,9.8338,,,,
SRX5800.fw1-s-w2-qcy__fxp0__0_dcnet_intuit_net,collectd.network.QCY-B.junos.SRX5800.fw1-s-w2-qcy__fxp0__0_dcnet_intuit_net.latency,6/20/16 14:25,0.648,,,,
SRX5800.fw2-p-w2-qcy__fxp0__0_dcnet_intuit_net,collectd.network.QCY-B.junos.SRX5800.fw2-p-w2-qcy__fxp0__0_dcnet_intuit_net.latency,6/20/16 14:25,0.731,,,,
SRX5800.fw2-s-w2-qcy__fxp0__0_dcnet_intuit_net,collectd.network.QCY-B.junos.SRX5800.fw2-s-w2-qcy__fxp0__0_dcnet_intuit_net.latency,6/20/16 14:25,0.7348,,,,
N5kC5020pBf.ac1-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5020pBf.ac1-agg-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.8819,,,,
N5kC5020pBf.ac11-ct-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5020pBf.ac11-ct-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.8071,,,,
N5kC5020pBf.ac2-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5020pBf.ac2-agg-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,5.2199,,,,
N5kC5020pBf.ac3-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5020pBf.ac3-agg-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.772,,,,
N5kC5020pBf.ac4-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5020pBf.ac4-agg-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.9821,,,,
N5kC5020pBf.ac5-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5020pBf.ac5-agg-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.9201,,,,
N5kC5020pBf.ac6-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5020pBf.ac6-agg-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.871,,,,
N5kC5020pBf.ac7-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5020pBf.ac7-agg-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.845,,,,
N5kC5020pBf.ac8-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5020pBf.ac8-agg-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.7451,,,,
N5kC5596Up.ac10-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5596Up.ac10-agg-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.2929,,,,
N5kC5596Up.ac9-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5596Up.ac9-agg-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,4.8831,,,,
N7Kc7018.di1-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N7Kc7018.di1-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7398,,,,
N7Kc7018.di2-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N7Kc7018.di2-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7949,,,,
N7Kc7018.di3-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N7Kc7018.di3-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.864,,,,
N7Kc7018.di4-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N7Kc7018.di4-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,6.1052,,,,
N7Kc7018.sc1-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N7Kc7018.sc1-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.71,,,,
N7Kc7018.sc2-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N7Kc7018.sc2-w2-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.9151,,,,
ECDS1100.qdc-esds-se-02_intuit_net,collectd.network.QCY-C.ecds.ECDS1100.qdc-esds-se-02_intuit_net.latency,6/20/16 14:25,0.4151,,,,
ECDS3100.qdc-esds-se-01_intuit_net,collectd.network.QCY-C.ecds.ECDS3100.qdc-esds-se-01_intuit_net.latency,6/20/16 14:25,0.437,,,,
BIG-IP_10250.qdc-c-ppd-lbp01__mgmt_dcnet_intuit_net,collectd.network.QCY-C.f5.BIG-IP_10250.qdc-c-ppd-lbp01__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,0.608,,,,
BIG-IP_10250.qdc-c-ppd-lbp02__mgmt_dcnet_intuit_net,collectd.network.QCY-C.f5.BIG-IP_10250.qdc-c-ppd-lbp02__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,3.3081,,,,
BIG-IP_10250.qdc-c-prd-lbp01__mgmt_dcnet_intuit_net,collectd.network.QCY-C.f5.BIG-IP_10250.qdc-c-prd-lbp01__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,4.6129,,,,
BIG-IP_10250.qdc-c-prd-lbp02__mgmt_dcnet_intuit_net,collectd.network.QCY-C.f5.BIG-IP_10250.qdc-c-prd-lbp02__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,0.576,,,,
BIG-IP_PB200.lb1-pprod-c-qcy__clst_dcnet_intuit_net,collectd.network.QCY-C.f5.BIG-IP_PB200.lb1-pprod-c-qcy__clst_dcnet_intuit_net.latency,6/20/16 14:25,0.6089,,,,
BIG-IP_PB200.lb2-pprod-c-qcy__clst_dcnet_intuit_net,collectd.network.QCY-C.f5.BIG-IP_PB200.lb2-pprod-c-qcy__clst_dcnet_intuit_net.latency,6/20/16 14:25,0.819,,,,
BIG-IP_VIPRION-4.lb1-prod-c-qcy__clst_dcnet_intuit_net,collectd.network.QCY-C.f5.BIG-IP_VIPRION-4.lb1-prod-c-qcy__clst_dcnet_intuit_net.latency,6/20/16 14:25,0.577,,,,
BIG-IP_VIPRION-4.lb2-prod-c-qcy__clst_dcnet_intuit_net,collectd.network.QCY-C.f5.BIG-IP_VIPRION-4.lb2-prod-c-qcy__clst_dcnet_intuit_net.latency,6/20/16 14:25,0.5889,,,,
3560E48TD.ib3560-1-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.3560E48TD.ib3560-1-c-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.9241,,,,
3560E48TD.ib3560-2-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.3560E48TD.ib3560-2-c-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.932,,,,
3845.oob3845-1-c-qcy__gi2-0_dcnet_intuit_net,collectd.network.QCY-C.ios.3845.oob3845-1-c-qcy__gi2-0_dcnet_intuit_net.latency,6/20/16 14:25,-2,,,,
494810GE.pdu1-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu1-c-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.752,,,,
494810GE.pdu2-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu2-c-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.7839,,,,
494810GE.pdu3-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu3-c-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.711,,,,
494810GE.pdu4-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu4-c-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.746,,,,
494810GE.pdu5-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu5-c-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.747,,,,
494810GE.pdu6-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu6-c-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.7391,,,,
494810GE.pdu7-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu7-c-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,0.814,,,,
NmeX24Es1GeNoPwr.ib3750-1-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.NmeX24Es1GeNoPwr.ib3750-1-c-qcy__vl671_dcnet_intuit_net.latency,6/20/16 14:25,4.406,,,,
ASR1006.qcy-iae-rtr1__gi0_dcnet_intuit_net,collectd.network.QCY-C.ios-xe.ASR1006.qcy-iae-rtr1__gi0_dcnet_intuit_net.latency,6/20/16 14:25,0.6969,,,,
MX480.fw-pn-e3-qcy_dcnet_intuit_net,collectd.network.QCY-C.junos.MX480.fw-pn-e3-qcy_dcnet_intuit_net.latency,6/20/16 14:25,0.623,,,,
MX480.fw-sm-e3-qcy_dcnet_intuit_net,collectd.network.QCY-C.junos.MX480.fw-sm-e3-qcy_dcnet_intuit_net.latency,6/20/16 14:25,0.6449,,,,
MX480.fw1-p-e3-qcy__fxp0__0_dcnet_intuit_net,collectd.network.QCY-C.junos.MX480.fw1-p-e3-qcy__fxp0__0_dcnet_intuit_net.latency,6/20/16 14:25,0.598,,,,
MX480.fw1-s-e3-qcy__fxp0__0_dcnet_intuit_net,collectd.network.QCY-C.junos.MX480.fw1-s-e3-qcy__fxp0__0_dcnet_intuit_net.latency,6/20/16 14:25,0.628,,,,
MX480.fw2-p-e3-qcy__fxp0__0_dcnet_intuit_net,collectd.network.QCY-C.junos.MX480.fw2-p-e3-qcy__fxp0__0_dcnet_intuit_net.latency,6/20/16 14:25,1.111,,,,
MX480.fw2-s-e3-qcy__fxp0__0_dcnet_intuit_net,collectd.network.QCY-C.junos.MX480.fw2-s-e3-qcy__fxp0__0_dcnet_intuit_net.latency,6/20/16 14:25,0.6459,,,,
Ingrian.nc-qpr-gen-enc1-gb1_corp_intuit_net,collectd.network.QCY-C.nae.Ingrian.nc-qpr-gen-enc1-gb1_corp_intuit_net.latency,6/20/16 14:25,0.6208,,,,
Ingrian.nc-qpr-gen-enc2-gb1_corp_intuit_net,collectd.network.QCY-C.nae.Ingrian.nc-qpr-gen-enc2-gb1_corp_intuit_net.latency,6/20/16 14:25,0.6011,,,,
Ingrian.nc-qpr-gen-enc3-gb1_corp_intuit_net,collectd.network.QCY-C.nae.Ingrian.nc-qpr-gen-enc3-gb1_corp_intuit_net.latency,6/20/16 14:25,0.694,,,,
Ingrian.nc-qpr-gen-enc4-gb1_corp_intuit_net,collectd.network.QCY-C.nae.Ingrian.nc-qpr-gen-enc4-gb1_corp_intuit_net.latency,6/20/16 14:25,0.6149,,,,
N5kC5020pBf.ac1-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac1-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,4.005,,,,
N5kC5020pBf.ac10-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac10-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.834,,,,
N5kC5020pBf.ac10-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac10-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,4.339,,,,
N5kC5020pBf.ac11-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac11-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.8111,,,,
N5kC5020pBf.ac12-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac12-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,4.1399,,,,
N5kC5020pBf.ac13-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac13-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.9022,,,,
N5kC5020pBf.ac14-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac14-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.844,,,,
N5kC5020pBf.ac17-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac17-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,13.0801,,,,
N5kC5020pBf.ac18-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac18-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,4.317,,,,
N5kC5020pBf.ac2-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac2-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.886,,,,
N5kC5020pBf.ac23-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac23-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.916,,,,
N5kC5020pBf.ac24-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac24-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.8719,,,,
N5kC5020pBf.ac3-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac3-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.88,,,,
N5kC5020pBf.ac4-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac4-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.8381,,,,
N5kC5020pBf.ac5-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac5-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,12.193,,,,
N5kC5020pBf.ac6-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac6-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.8838,,,,
N5kC5020pBf.ac7-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac7-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.875,,,,
N5kC5020pBf.ac8-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac8-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.8729,,,,
N5kC5020pBf.ac9-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac9-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.9649,,,,
N5kC5020pBf.ac9-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac9-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,4.0052,,,,
N5kC5548p.ac11-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5548p.ac11-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.9072,,,,
N5kC5548p.ac12-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5548p.ac12-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7012,,,,
N5kC5548p.ac15-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5548p.ac15-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.783,,,,
N5kC5548p.ac16-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5548p.ac16-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.6919,,,,
N5kC5596Up.ac1-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac1-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.4021,,,,
N5kC5596Up.ac13-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac13-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.398,,,,
N5kC5596Up.ac14-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac14-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3761,,,,
N5kC5596Up.ac15-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac15-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3742,,,,
N5kC5596Up.ac16-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac16-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3911,,,,
